repo_url,commit_hash,model_file_path,serialization_format,message,author,date
castorini/afriteva_small,d60e5524d46ec670461bfe9e9d2c056f3420d041,castorini/afriteva_small\pytorch_model.bin,torch.save,Update from mac,Ogundepo Odunayo,2022-05-24 14:25:11
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-b-multi-aic.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-b-multi-coco.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-b-multi-crowdpose.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-b-multi-mpii.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-b-simple.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-b.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-l-multi-aic.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-l-multi-coco.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-l-multi-crowdpose.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-l-multi-mpii.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-l-simple.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
public-data/ViTPose,b866f76a6bf331cf09015bbe5e0660a7a7ca172d,public-data/ViTPose\models/vitpose-l.pth,torch.save,Add files,hysts,2022-05-24 07:10:00
KoichiYasuoka/deberta-base-japanese-upos,69b297c13eaa6642063852d37b916fe8e165791b,KoichiYasuoka/deberta-base-japanese-upos\pytorch_model.bin,torch.save,model improved,Koichi Yasuoka,2023-01-07 21:35:05
KoichiYasuoka/deberta-base-japanese-upos,69b297c13eaa6642063852d37b916fe8e165791b,KoichiYasuoka/deberta-base-japanese-upos\supar.model,torch.save,model improved,Koichi Yasuoka,2023-01-07 21:35:05
KoichiYasuoka/deberta-base-japanese-upos,57e025f218c419ae19f8d91ee956b12776fea31a,KoichiYasuoka/deberta-base-japanese-upos\pytorch_model.bin,torch.save,initial release,Koichi Yasuoka,2022-05-24 04:16:37
KoichiYasuoka/deberta-base-japanese-upos,57e025f218c419ae19f8d91ee956b12776fea31a,KoichiYasuoka/deberta-base-japanese-upos\spm.model,undetermined,initial release,Koichi Yasuoka,2022-05-24 04:16:37
KoichiYasuoka/deberta-base-japanese-upos,57e025f218c419ae19f8d91ee956b12776fea31a,KoichiYasuoka/deberta-base-japanese-upos\supar.model,torch.save,initial release,Koichi Yasuoka,2022-05-24 04:16:37
SI2M-Lab/DarijaBERT-mix,1aa20291aa4d0e32d0854167cd3257bc94966334,SI2M-Lab/DarijaBERT-mix\pytorch_model.bin,torch.save,add model,Kamel Gaanoun,2022-05-24 04:07:15
KoichiYasuoka/deberta-base-japanese-luw-upos,32b1dca41af8e9de23e8ff2cffb200382d2b611f,KoichiYasuoka/deberta-base-japanese-luw-upos\pytorch_model.bin,torch.save,model improved,Koichi Yasuoka,2023-01-07 23:28:21
KoichiYasuoka/deberta-base-japanese-luw-upos,32b1dca41af8e9de23e8ff2cffb200382d2b611f,KoichiYasuoka/deberta-base-japanese-luw-upos\supar.model,torch.save,model improved,Koichi Yasuoka,2023-01-07 23:28:21
KoichiYasuoka/deberta-base-japanese-luw-upos,44fc067ab128e6698fe7384d1a53bfb689b2a586,KoichiYasuoka/deberta-base-japanese-luw-upos\pytorch_model.bin,torch.save,model improved,Koichi Yasuoka,2022-06-26 05:01:09
KoichiYasuoka/deberta-base-japanese-luw-upos,44fc067ab128e6698fe7384d1a53bfb689b2a586,KoichiYasuoka/deberta-base-japanese-luw-upos\supar.model,torch.save,model improved,Koichi Yasuoka,2022-06-26 05:01:09
KoichiYasuoka/deberta-base-japanese-luw-upos,42b89a38296206c5ea234cb075acdacb09a0acbb,KoichiYasuoka/deberta-base-japanese-luw-upos\pytorch_model.bin,torch.save,initial release,Koichi Yasuoka,2022-05-24 02:59:49
KoichiYasuoka/deberta-base-japanese-luw-upos,42b89a38296206c5ea234cb075acdacb09a0acbb,KoichiYasuoka/deberta-base-japanese-luw-upos\spm.model,undetermined,initial release,Koichi Yasuoka,2022-05-24 02:59:49
KoichiYasuoka/deberta-base-japanese-luw-upos,42b89a38296206c5ea234cb075acdacb09a0acbb,KoichiYasuoka/deberta-base-japanese-luw-upos\supar.model,torch.save,initial release,Koichi Yasuoka,2022-05-24 02:59:49
KoichiYasuoka/deberta-small-japanese-luw-upos,eec4065728e0ceba8e61ba0f170fdf5c956ddf7e,KoichiYasuoka/deberta-small-japanese-luw-upos\pytorch_model.bin,torch.save,model improved,Koichi Yasuoka,2023-01-15 10:25:42
KoichiYasuoka/deberta-small-japanese-luw-upos,eec4065728e0ceba8e61ba0f170fdf5c956ddf7e,KoichiYasuoka/deberta-small-japanese-luw-upos\supar.model,torch.save,model improved,Koichi Yasuoka,2023-01-15 10:25:42
KoichiYasuoka/deberta-small-japanese-luw-upos,640c6b51bce64a178f7249b6713abca8955001df,KoichiYasuoka/deberta-small-japanese-luw-upos\pytorch_model.bin,torch.save,initial release,Koichi Yasuoka,2022-05-23 23:58:37
KoichiYasuoka/deberta-small-japanese-luw-upos,640c6b51bce64a178f7249b6713abca8955001df,KoichiYasuoka/deberta-small-japanese-luw-upos\spm.model,undetermined,initial release,Koichi Yasuoka,2022-05-23 23:58:37
KoichiYasuoka/deberta-small-japanese-luw-upos,640c6b51bce64a178f7249b6713abca8955001df,KoichiYasuoka/deberta-small-japanese-luw-upos\supar.model,torch.save,initial release,Koichi Yasuoka,2022-05-23 23:58:37
KoichiYasuoka/deberta-small-japanese-upos,b984daaf13bbd29ffba99884f2fd6fcd00306aff,KoichiYasuoka/deberta-small-japanese-upos\pytorch_model.bin,torch.save,model improved,Koichi Yasuoka,2023-01-15 04:11:41
KoichiYasuoka/deberta-small-japanese-upos,b984daaf13bbd29ffba99884f2fd6fcd00306aff,KoichiYasuoka/deberta-small-japanese-upos\supar.model,torch.save,model improved,Koichi Yasuoka,2023-01-15 04:11:41
KoichiYasuoka/deberta-small-japanese-upos,d25e8a0fded2b37cd12ad1eb2a4b81715fd7025f,KoichiYasuoka/deberta-small-japanese-upos\pytorch_model.bin,torch.save,model improved,Koichi Yasuoka,2022-05-23 22:19:55
KoichiYasuoka/deberta-small-japanese-upos,d25e8a0fded2b37cd12ad1eb2a4b81715fd7025f,KoichiYasuoka/deberta-small-japanese-upos\supar.model,torch.save,model improved,Koichi Yasuoka,2022-05-23 22:19:55
KoichiYasuoka/deberta-small-japanese-upos,3e95d1e1298f7c2369fc0cf4531a40aff36d96a0,KoichiYasuoka/deberta-small-japanese-upos\pytorch_model.bin,torch.save,initial release,Koichi Yasuoka,2022-05-23 20:05:59
KoichiYasuoka/deberta-small-japanese-upos,3e95d1e1298f7c2369fc0cf4531a40aff36d96a0,KoichiYasuoka/deberta-small-japanese-upos\spm.model,undetermined,initial release,Koichi Yasuoka,2022-05-23 20:05:59
KoichiYasuoka/deberta-small-japanese-upos,3e95d1e1298f7c2369fc0cf4531a40aff36d96a0,KoichiYasuoka/deberta-small-japanese-upos\supar.model,torch.save,initial release,Koichi Yasuoka,2022-05-23 20:05:59
andywedlake/test-finetuned-imdb,2993ee94bc1bd62c7fb87bd32e846d8dd83aaa9e,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 9,Andy Wedlake,2024-07-09 12:20:42
andywedlake/test-finetuned-imdb,06132e84def543f59f834251995082fd12ccc81c,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 8,Andy Wedlake,2024-07-09 12:19:35
andywedlake/test-finetuned-imdb,33038c81e629aae84352af5c5ff3fe7960438fec,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 7,Andy Wedlake,2024-07-09 12:18:18
andywedlake/test-finetuned-imdb,bcaabbcefffe5f882d212f591d24156cde30bbf8,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 6,Andy Wedlake,2024-07-09 12:16:53
andywedlake/test-finetuned-imdb,5352a5871dcb28ce9b960efc7286ad7dc66ad519,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 5,Andy Wedlake,2024-07-09 12:15:37
andywedlake/test-finetuned-imdb,7740fe05e75fcc91fa37f77bf53bf1aa2ec3a70f,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 4,Andy Wedlake,2024-07-09 12:14:17
andywedlake/test-finetuned-imdb,072b940f4ef7e0e04e992126f34e55376b6be541,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 3,Andy Wedlake,2024-07-09 12:12:55
andywedlake/test-finetuned-imdb,bc416c349fd392d50b878aee062ea8e89fec17e2,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 2,Andy Wedlake,2024-07-09 12:11:31
andywedlake/test-finetuned-imdb,4e568aaeda2976bfab5249a838037653cbda2757,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 1,Andy Wedlake,2024-07-09 12:10:23
andywedlake/test-finetuned-imdb,c683599cd3d982dd6b59ef5adfbca461452b853b,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2024-07-09 12:09:16
andywedlake/test-finetuned-imdb,7a658e02edf951f8a4633f8010ab2f70bdf03758,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 16:37:21
andywedlake/test-finetuned-imdb,8080098a540e7ba5173da24a7374ca90fb0e6986,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 16:14:27
andywedlake/test-finetuned-imdb,7bb64867fac0c5a4d982640a8162a9c4d847ee96,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 13:47:11
andywedlake/test-finetuned-imdb,c925bb4b4efb2f647464793928b4af3cc6555b15,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 13:24:08
andywedlake/test-finetuned-imdb,0a626e70572512c076b0b51c4f05aac83a1f18c8,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 12:55:49
andywedlake/test-finetuned-imdb,566ddcc1631236f3d0e13ba3e88a1a2b411620d1,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 12:33:16
andywedlake/test-finetuned-imdb,316b94835ee6b3bf963fb83edf43052bf10f6af8,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 12:16:06
andywedlake/test-finetuned-imdb,33f9e9a2caf0df5565c2333ece863b5a8b21d1f4,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 12:05:32
andywedlake/test-finetuned-imdb,738abde0e221eaf70e477b07707d5e9eb4cbeef2,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 10:00:01
andywedlake/test-finetuned-imdb,f405c42bf0ba88a925ead5af102d6f313ff28ec4,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 09:56:26
andywedlake/test-finetuned-imdb,0513d7d165856cb2af51b0f5dde858b15c8a75b7,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 08:28:28
andywedlake/test-finetuned-imdb,4a5c91830f99e608891ec4da0830e837eba2caa9,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 08:01:05
andywedlake/test-finetuned-imdb,a9b3b2e04cf96993ddca72c8d20197538a7a6136,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 07:43:34
andywedlake/test-finetuned-imdb,da73c58fa2a4fb5d9847bf00a209b9cec6b8c242,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 07:18:39
andywedlake/test-finetuned-imdb,35494a976994db9b2862c3bc9bf7bdc36eed2cdf,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 06:28:01
andywedlake/test-finetuned-imdb,b29524067f6a8bfd0c250165a300c7f4e77c1ff1,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 04:03:06
andywedlake/test-finetuned-imdb,4e1c54bbf8f22d5f68128bf6ca6f323fc7a79bb1,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 03:58:14
andywedlake/test-finetuned-imdb,6b52403daca1de312658b3beee4dc0b955a405e6,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 03:57:42
andywedlake/test-finetuned-imdb,a61fb173d443857837f45422ad9f053f580f71b6,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 03:40:56
andywedlake/test-finetuned-imdb,7232280c0fbe160d5318284086d6548785bf35d1,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 03:40:22
andywedlake/test-finetuned-imdb,63d9b8f8ecbdcf1b826f9705308b5abe1245b519,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 03:16:21
andywedlake/test-finetuned-imdb,94526c1c65299d6fbfc89feb6807ecaae647c1ff,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 03:15:50
andywedlake/test-finetuned-imdb,36ab7ce44aa187fc425e252b2f8d2a92f75a9db2,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-26 02:54:02
andywedlake/test-finetuned-imdb,292afc63f12f56326d06c0c2a75cec65812f3fd3,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-26 02:53:32
andywedlake/test-finetuned-imdb,c95a0dfdd464ec7e71edfc87b2b0e8df1d559c07,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-24 17:35:17
andywedlake/test-finetuned-imdb,3e05df133a0d3ecc3c0ab4a310b1ff320e86400c,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-24 17:34:49
andywedlake/test-finetuned-imdb,26c54259446b0b76b17c6d908800cf56913d681a,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-24 14:04:32
andywedlake/test-finetuned-imdb,3592c61a211d995d2b25600ae4f61787f053d8ba,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-24 14:04:03
andywedlake/test-finetuned-imdb,3447f4c6d381d7d453f1d73b192340cfb8aa52ed,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,End of training,Andy Wedlake,2022-05-23 20:20:15
andywedlake/test-finetuned-imdb,491fb8ee64391e4d12c2b3b14413a64df639e3d6,andywedlake/test-finetuned-imdb\tf_model.h5,h5/hdf5,Training in progress epoch 0,Andy Wedlake,2022-05-23 20:19:44
fabraz/distilbert-base-uncased-finetunned-emotion,1d71d5c36a7e6a840f4af19515d38acfed837670,fabraz/distilbert-base-uncased-finetunned-emotion\pytorch_model.bin,torch.save,"Training in progress, step 500",Fabricio Braz,2022-05-23 14:10:52
fabraz/distilbert-base-uncased-finetunned-emotion,1d71d5c36a7e6a840f4af19515d38acfed837670,fabraz/distilbert-base-uncased-finetunned-emotion\training_args.bin,torch.save,"Training in progress, step 500",Fabricio Braz,2022-05-23 14:10:52
globuslabs/ScholarBERT-XL,dc0e57b49219f980dbf711763a7851f327d3fc5d,globuslabs/ScholarBERT-XL\model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (ab615f47ceb3f6be0c87352b59369f895a5a4aca)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Globus Labs,2023-05-05 13:21:40
globuslabs/ScholarBERT-XL,837c3887592310742e55d1e91207ae52b0b189f5,globuslabs/ScholarBERT-XL\pytorch_model.bin,torch.save,Add PyTorch model,Globus Labs,2022-05-22 18:18:48
Thuong/ppo-LunarLander-v2,354861c13c6c2ad5d9317806eb4f6d62dc238e2c,Thuong/ppo-LunarLander-v2\ppo-LunarLander-v2/policy.optimizer.pth,torch.save,Upload PPO LunarLander-v2 trained agent 1000000 steps,Lê Công Thương,2024-08-07 02:46:27
Thuong/ppo-LunarLander-v2,354861c13c6c2ad5d9317806eb4f6d62dc238e2c,Thuong/ppo-LunarLander-v2\ppo-LunarLander-v2/policy.pth,torch.save,Upload PPO LunarLander-v2 trained agent 1000000 steps,Lê Công Thương,2024-08-07 02:46:27
Thuong/ppo-LunarLander-v2,354861c13c6c2ad5d9317806eb4f6d62dc238e2c,Thuong/ppo-LunarLander-v2\ppo-LunarLander-v2/pytorch_variables.pth,torch.save,Upload PPO LunarLander-v2 trained agent 1000000 steps,Lê Công Thương,2024-08-07 02:46:27
Thuong/ppo-LunarLander-v2,c7e73e2879f2c3f2f621e6e18054c292584f8c5a,Thuong/ppo-LunarLander-v2\ppo-LunarLander-v2/policy.optimizer.pth,torch.save,Thuong/PPO-MlpPolicy_500000-LunarLander-v2,Lê Công Thương,2022-05-21 23:24:29
Thuong/ppo-LunarLander-v2,c7e73e2879f2c3f2f621e6e18054c292584f8c5a,Thuong/ppo-LunarLander-v2\ppo-LunarLander-v2/policy.pth,torch.save,Thuong/PPO-MlpPolicy_500000-LunarLander-v2,Lê Công Thương,2022-05-21 23:24:29
Thuong/ppo-LunarLander-v2,c7e73e2879f2c3f2f621e6e18054c292584f8c5a,Thuong/ppo-LunarLander-v2\ppo-LunarLander-v2/pytorch_variables.pth,torch.save,Thuong/PPO-MlpPolicy_500000-LunarLander-v2,Lê Công Thương,2022-05-21 23:24:29
sb3/ppo-CartPole-v1,3b0521a0e60af9432e8cd8dd29ef2b8bf6be01e4,sb3/ppo-CartPole-v1\ppo-CartPole-v1/policy.optimizer.pth,torch.save,Initial commit,Antonin Raffin,2024-03-08 05:08:50
sb3/ppo-CartPole-v1,3b0521a0e60af9432e8cd8dd29ef2b8bf6be01e4,sb3/ppo-CartPole-v1\ppo-CartPole-v1/policy.pth,torch.save,Initial commit,Antonin Raffin,2024-03-08 05:08:50
sb3/ppo-CartPole-v1,3b0521a0e60af9432e8cd8dd29ef2b8bf6be01e4,sb3/ppo-CartPole-v1\ppo-CartPole-v1/pytorch_variables.pth,torch.save,Initial commit,Antonin Raffin,2024-03-08 05:08:50
sb3/ppo-CartPole-v1,b095d4524095ed151afc8dfdd28e606e3f93975a,sb3/ppo-CartPole-v1\ppo-CartPole-v1/policy.optimizer.pth,torch.save,Initial Commit,Antonin Raffin,2022-05-24 11:08:20
sb3/ppo-CartPole-v1,b095d4524095ed151afc8dfdd28e606e3f93975a,sb3/ppo-CartPole-v1\ppo-CartPole-v1/policy.pth,torch.save,Initial Commit,Antonin Raffin,2022-05-24 11:08:20
sb3/ppo-CartPole-v1,5d8271b51c160c56a1bd14a1be30b1b35e8747ce,sb3/ppo-CartPole-v1\ppo-CartPole-v1/policy.optimizer.pth,torch.save,Initial Commit,Antonin Raffin,2022-05-19 18:36:40
sb3/ppo-CartPole-v1,5d8271b51c160c56a1bd14a1be30b1b35e8747ce,sb3/ppo-CartPole-v1\ppo-CartPole-v1/policy.pth,torch.save,Initial Commit,Antonin Raffin,2022-05-19 18:36:40
sb3/ppo-CartPole-v1,5d8271b51c160c56a1bd14a1be30b1b35e8747ce,sb3/ppo-CartPole-v1\ppo-CartPole-v1/pytorch_variables.pth,torch.save,Initial Commit,Antonin Raffin,2022-05-19 18:36:40
bigscience/bloom-7b1,30e23bd98b419c5ef1c093cdc9ca2fefff9df371,bigscience/bloom-7b1\model-00001-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#51)


- Adding `safetensors` variant of this model (7002f454fc2c08736dc9bd075cff2c2fa9c0eeba)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2023-12-03 06:10:05
bigscience/bloom-7b1,30e23bd98b419c5ef1c093cdc9ca2fefff9df371,bigscience/bloom-7b1\model-00002-of-00002.safetensors,safetensors,"Adding `safetensors` variant of this model (#51)


- Adding `safetensors` variant of this model (7002f454fc2c08736dc9bd075cff2c2fa9c0eeba)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Christopher Akiki,2023-12-03 06:10:05
bigscience/bloom-7b1,850ba1758a7744fedae78caadc152625133b1677,bigscience/bloom-7b1\pytorch_model-00001-of-00002.bin,torch.save,Shard checkpoint,TimeRobber,2022-10-03 16:20:32
bigscience/bloom-7b1,850ba1758a7744fedae78caadc152625133b1677,bigscience/bloom-7b1\pytorch_model-00002-of-00002.bin,torch.save,Shard checkpoint,TimeRobber,2022-10-03 16:20:32
bigscience/bloom-7b1,e726b36403a5c454aa8c3e5a588233dca9b143b7,bigscience/bloom-7b1\pytorch_model.bin,torch.save,"341btokens (#12)


- New model at 341b tokens (2e7ba66afa2e7dbf238a0e19c5dc9bd05578ab9c)
- Update README.md (6d57f50e1e2301253bfc3ad3fb7523f598989fc9)
- Update README.md (b353d10b1c4c558e68aec4e32198f2e0db5782bf)",Muennighoff,2022-08-06 09:24:07
bigscience/bloom-7b1,7e0ac14c5fcba85ad009953ab243eef4624f1503,bigscience/bloom-7b1\pytorch_model.bin,torch.save,new data,bigscience-bot,2022-05-20 14:55:28
djsull/aha-sent-similiar,911628f07d11bdb2711066199e420300d28ecd01,djsull/aha-sent-similiar\model.onnx,ONNX,Upload model.onnx,djsull93,2023-11-23 03:23:43
djsull/aha-sent-similiar,1266a06dc8fa3dd5c2633fd4dea4510494e62fea,djsull/aha-sent-similiar\pytorch_model.bin,torch.save,add model,djsull93,2022-05-17 23:36:18
vamossyd/emtract-distilbert-base-uncased-emotion,57ddac8a38881904ea95a274e2a16e0b4ed4dc18,vamossyd/emtract-distilbert-base-uncased-emotion\model.safetensors,safetensors,"Adding `safetensors` variant of this model (#3)


- Adding `safetensors` variant of this model (95db41d0cb12986d1910152caab2c54952e7a804)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Domonkos F. Vamossy,2023-06-22 20:03:04
vamossyd/emtract-distilbert-base-uncased-emotion,eeaecc910e5ebc09a97af750d4b6b1a9c3e2a179,vamossyd/emtract-distilbert-base-uncased-emotion\model.safetensors,safetensors,"Adding `safetensors` variant of this model (#2)


- Adding `safetensors` variant of this model (e7b946a2ea773c82086f5b3abaf6c1406d5e04e8)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Domonkos F. Vamossy,2023-06-20 10:57:18
vamossyd/emtract-distilbert-base-uncased-emotion,631ea6c5a0f0aba829e42d61c32ad2d0c8ad348c,vamossyd/emtract-distilbert-base-uncased-emotion\pytorch_model.bin,torch.save,Adding model.,vamossyd,2022-05-17 19:27:50
vamossyd/emtract-distilbert-base-uncased-emotion,b6ad322afd331c30041b9a33a8d066aad94a29fd,vamossyd/emtract-distilbert-base-uncased-emotion\pytorch_model.bin,torch.save,Upload pytorch_model.bin,Domonkos F. Vamossy,2022-05-17 19:17:03
vamossyd/emtract-distilbert-base-uncased-emotion,685354da446615706c869f527e2d0cadca069671,vamossyd/emtract-distilbert-base-uncased-emotion\training_args.bin,torch.save,Upload training_args.bin,Domonkos F. Vamossy,2022-05-17 19:16:49
RJ3vans/SSCCVspanTagger,684acd1c4106426c52626bb267864fd43541a2fe,RJ3vans/SSCCVspanTagger\pytorch_model.bin,torch.save,add model,Richard Evans,2022-07-14 06:04:15
RJ3vans/SSCCVspanTagger,7a56428e8f01c0b2aae3cc5010500831a01d676b,RJ3vans/SSCCVspanTagger\pytorch_model.bin,torch.save,add model,Richard Evans,2022-05-17 11:00:09
rbawden/modern_french_normalisation,8c4b8e73eaa79a6cf3f7a5f97ec8a3fca2b9120d,rbawden/modern_french_normalisation\model.safetensors,safetensors,"Adding `safetensors` variant of this model (#1)


- Adding `safetensors` variant of this model (7feefa14bcef725170b23228b21516a9f9c648ba)


Co-authored-by: Safetensors convertbot <SFconvertbot@users.noreply.huggingface.co>",Rachel Bawden,2023-05-03 08:08:18
rbawden/modern_french_normalisation,c1b2de940ab9d0318bcfad2c5efa30664cf1b4ca,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,commit files to HF hub,Rachel Bawden,2023-01-11 09:52:13
rbawden/modern_french_normalisation,badadedf3ebc2a5540a5db446bb255aef5cf71cd,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,Merge branch 'main' of https://huggingface.co/rbawden/modern_french_normalisation into main,Rachel Bawden,2023-01-11 09:49:36
rbawden/modern_french_normalisation,107d7ebafbf473b6f2226c1e908d2f75dfec9ed4,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,commit files to HF hub,Rachel Bawden,2023-01-11 09:41:51
rbawden/modern_french_normalisation,d60f838ced494c28b4ebf88695fc15c8ec42b6c5,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,commit files to HF hub,Rachel Bawden,2023-01-11 09:19:03
rbawden/modern_french_normalisation,c14e1591cf4a6eb8d7c0cb437687bb80533b56a9,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,added ft-1-eos 150k,Rachel Bawden,2022-05-30 04:12:12
rbawden/modern_french_normalisation,d0945a076dcc7d24c2eb65715e144fcc146491a8,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,added ft-1-eos 50k,Rachel Bawden,2022-05-30 03:33:32
rbawden/modern_french_normalisation,fc6b923a17b4f42f7eafe17605a43833398810e4,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,added ft-1-eos 110k,Rachel Bawden,2022-05-30 01:43:48
rbawden/modern_french_normalisation,ed70c0b748b376387a8e1f945a324d8b56b1eaca,rbawden/modern_french_normalisation\pytorch_model.bin,torch.save,added ft-10k-eos,Rachel Bawden,2022-05-29 17:23:34
